gender,age,person_id,became_member_on,income,age_units10,age_units5,join_year,join_month,join_day,now,join_period,income_rank,total_buy
M,83,710e32b634,2016-01-03,99000.0,80,80,2016,1,3,2021-07-26,2031,income_2th,332.38
F,51,27cb665ec6,2018-01-23,67000.0,50,50,2018,1,23,2021-07-26,1280,income_3th,197.59000000000003
F,63,7a3ae920f3,2017-12-20,76000.0,60,60,2017,12,20,2021-07-26,1314,income_2th,107.85999999999999
M,53,3aff21d59a,2017-10-16,32000.0,50,50,2017,10,16,2021-07-26,1379,income_4th,130.72
F,66,e55864ca61,2016-03-30,95000.0,60,65,2016,3,30,2021-07-26,1944,income_2th,330.53
F,87,c16f538af7,2017-03-15,62000.0,80,85,2017,3,15,2021-07-26,1594,income_3th,43.25
M,48,888df122aa,2018-04-12,60000.0,40,45,2018,4,12,2021-07-26,1201,income_3th,93.35
M,69,3b899227f9,2018-01-17,83000.0,60,65,2018,1,17,2021-07-26,1286,income_2th,71.07
F,67,b538b9bb43,2017-10-29,61000.0,60,65,2017,10,29,2021-07-26,1366,income_3th,73.4
F,59,46f6c92a6a,2016-11-05,93000.0,50,55,2016,11,5,2021-07-26,1724,income_2th,204.32
M,41,d7930ec1e1,2018-06-03,88000.0,40,40,2018,6,3,2021-07-26,1149,income_2th,89.60999999999999
F,60,be7118b321,2018-05-20,45000.0,60,60,2018,5,20,2021-07-26,1163,income_4th,22.299999999999997
M,62,77961f4298,2018-01-04,71000.0,60,60,2018,1,4,2021-07-26,1299,income_3th,24.38
F,54,01772eae93,2017-07-13,30000.0,50,50,2017,7,13,2021-07-26,1474,income_4th,58.28
M,62,ecd437c130,2017-09-12,44000.0,60,60,2017,9,12,2021-07-26,1413,income_4th,30.259999999999998
F,33,d5b9c42225,2018-05-17,44000.0,30,30,2018,5,17,2021-07-26,1166,income_4th,17.13
F,20,ece9045782,2017-10-03,73000.0,20,20,2017,10,3,2021-07-26,1392,income_3th,15.46
F,49,464738f736,2018-07-26,50000.0,40,45,2018,7,26,2021-07-26,1096,income_4th,16.53
M,46,d72ef64c48,2013-09-17,72000.0,40,45,2013,9,17,2021-07-26,2869,income_3th,71.27
M,23,45c5b11944,2017-11-18,41000.0,20,20,2017,11,18,2021-07-26,1346,income_4th,38.279999999999994
M,71,71a3f4dc36,2018-01-07,33000.0,70,70,2018,1,7,2021-07-26,1296,income_4th,10.299999999999999
M,72,61e18c335a,2018-02-02,67000.0,70,70,2018,2,2,2021-07-26,1270,income_3th,37.089999999999996
F,72,bfe04b6be7,2018-03-06,76000.0,70,70,2018,3,6,2021-07-26,1238,income_2th,32.92
F,56,b0e7569ef5,2017-10-09,30000.0,50,55,2017,10,9,2021-07-26,1386,income_4th,6.66
F,90,28cc0c2d82,2016-08-01,57000.0,90,90,2016,8,1,2021-07-26,1820,income_3th,147.35999999999999
M,53,885d8e7de3,2015-05-28,56000.0,50,50,2015,5,28,2021-07-26,2251,income_3th,51.24000000000001
M,58,bfbad17bdb,2018-03-23,75000.0,50,55,2018,3,23,2021-07-26,1221,income_3th,101.21
F,54,edfb73e167,2017-02-18,118000.0,50,50,2017,2,18,2021-07-26,1619,income_1th,254.89000000000001
F,39,2520c1ca40,2015-10-09,99000.0,30,35,2015,10,9,2021-07-26,2117,income_2th,439.87
M,52,2fdcc7d377,2018-04-05,45000.0,50,50,2018,4,5,2021-07-26,1208,income_4th,26.459999999999994
M,57,194c17ebab,2017-09-12,101000.0,50,55,2017,9,12,2021-07-26,1413,income_1th,141.58999999999997
M,47,ab4b441643,2017-08-28,73000.0,40,45,2017,8,28,2021-07-26,1428,income_3th,24.060000000000002
M,73,c7d7aa1b34,2017-11-15,32000.0,70,70,2017,11,15,2021-07-26,1349,income_4th,85.71
M,51,1e2ad9f03f,2015-02-27,68000.0,50,50,2015,2,27,2021-07-26,2341,income_3th,49.07
F,62,a411525d66,2017-08-21,49000.0,60,60,2017,8,21,2021-07-26,1435,income_4th,108.36999999999999
F,33,5fc5ab86de,2017-08-06,37000.0,30,30,2017,8,6,2021-07-26,1450,income_4th,158.23
M,68,f02a52cc9c,2017-12-27,39000.0,60,65,2017,12,27,2021-07-26,1307,income_4th,25.97
M,57,c84d413645,2017-11-14,109000.0,50,55,2017,11,14,2021-07-26,1350,income_1th,158.87
F,51,a24f1f58f7,2017-12-11,105000.0,50,50,2017,12,11,2021-07-26,1323,income_1th,86.99
M,73,2dfba4dbfa,2017-11-07,62000.0,70,70,2017,11,7,2021-07-26,1357,income_3th,22.89
M,31,bcc9341f05,2013-08-27,50000.0,30,30,2013,8,27,2021-07-26,2890,income_4th,36.0
M,41,907e78791e,2015-11-14,69000.0,40,40,2015,11,14,2021-07-26,2081,income_3th,217.28999999999996
F,55,145e5748cf,2017-12-15,113000.0,50,55,2017,12,15,2021-07-26,1319,income_1th,103.10999999999999
M,62,04c4f933a8,2017-08-02,54000.0,60,60,2017,8,2,2021-07-26,1454,income_3th,32.82
M,69,81df0ebb86,2017-07-13,57000.0,60,65,2017,7,13,2021-07-26,1474,income_3th,46.53
F,91,47e5786909,2017-08-04,64000.0,90,90,2017,8,4,2021-07-26,1452,income_3th,78.47999999999999
F,94,f3f52439fb,2017-01-28,44000.0,90,90,2017,1,28,2021-07-26,1640,income_4th,70.58999999999999
M,54,f5e59fcc18,2017-01-18,71000.0,50,50,2017,1,18,2021-07-26,1650,income_3th,135.29
M,77,612b51c917,2018-01-13,96000.0,70,75,2018,1,13,2021-07-26,1290,income_2th,119.47
F,53,a1a51f4f03,2017-10-25,40000.0,50,50,2017,10,25,2021-07-26,1370,income_4th,27.96
F,52,4f033f31c7,2018-02-19,78000.0,50,50,2018,2,19,2021-07-26,1253,income_2th,131.04999999999998
M,43,b9326b9931,2015-11-05,69000.0,40,40,2015,11,5,2021-07-26,2090,income_3th,155.75
F,49,e1cb75a9e9,2017-11-05,80000.0,40,45,2017,11,5,2021-07-26,1359,income_2th,120.75
M,33,0df14ab3f3,2017-11-04,51000.0,30,30,2017,11,4,2021-07-26,1360,income_3th,30.18
F,62,8a540a35d6,2016-03-12,56000.0,60,60,2016,3,12,2021-07-26,1962,income_3th,183.84000000000003
F,59,958983269f,2016-12-28,62000.0,50,55,2016,12,28,2021-07-26,1671,income_3th,322.78000000000003
F,49,1da9869eff,2016-04-18,83000.0,40,45,2016,4,18,2021-07-26,1925,income_2th,140.18
M,77,b93935163c,2017-12-24,109000.0,70,75,2017,12,24,2021-07-26,1310,income_1th,117.78999999999999
M,47,af58b21715,2016-03-24,37000.0,40,45,2016,3,24,2021-07-26,1950,income_4th,97.02
M,19,8376fc5062,2018-05-23,36000.0,10,15,2018,5,23,2021-07-26,1160,income_4th,9.71
F,31,36cc0745b3,2017-09-28,59000.0,30,30,2017,9,28,2021-07-26,1397,income_3th,115.33000000000001
F,61,ba555d2967,2018-05-04,64000.0,60,60,2018,5,4,2021-07-26,1179,income_3th,89.31
M,33,53801ced6c,2014-11-24,62000.0,30,30,2014,11,24,2021-07-26,2436,income_3th,66.60000000000001
F,70,afbd41c03b,2018-07-15,113000.0,70,70,2018,7,15,2021-07-26,1107,income_1th,31.03
M,56,6fd0e04fec,2018-04-27,40000.0,50,55,2018,4,27,2021-07-26,1186,income_4th,16.9
F,45,102f765955,2014-03-17,99000.0,40,45,2014,3,17,2021-07-26,2688,income_2th,186.1
M,50,1fc09b00cf,2018-06-04,38000.0,50,50,2018,6,4,2021-07-26,1148,income_4th,5.6
F,73,231f415c3b,2017-03-21,73000.0,70,70,2017,3,21,2021-07-26,1588,income_3th,170.68
F,71,94ce14b4e3,2016-02-16,117000.0,70,70,2016,2,16,2021-07-26,1987,income_1th,306.65
F,70,b10ca9b4ff,2017-08-22,47000.0,70,70,2017,8,22,2021-07-26,1434,income_4th,212.64000000000004
F,53,7094d2b126,2017-04-20,96000.0,50,50,2017,4,20,2021-07-26,1558,income_2th,187.69
M,20,e6a8beec60,2017-06-30,72000.0,20,20,2017,6,30,2021-07-26,1487,income_3th,263.19
M,61,2091c0756e,2015-11-02,79000.0,60,60,2015,11,2,2021-07-26,2093,income_2th,126.44
F,50,3061f75d2b,2017-09-03,100000.0,50,50,2017,9,3,2021-07-26,1422,income_2th,111.16
M,39,76018bc0df,2017-08-17,63000.0,30,35,2017,8,17,2021-07-26,1439,income_3th,511.71999999999997
M,18,4affa3ba74,2015-07-30,68000.0,10,15,2015,7,30,2021-07-26,2188,income_3th,69.30999999999999
F,66,7eda3d5a77,2017-07-27,57000.0,60,65,2017,7,27,2021-07-26,1460,income_3th,160.76
F,50,3ca8487c41,2018-05-26,93000.0,50,50,2018,5,26,2021-07-26,1157,income_2th,113.84
M,64,07bdb81f21,2017-07-29,76000.0,60,60,2017,7,29,2021-07-26,1458,income_2th,66.78
F,56,f589d1a5f1,2015-12-09,74000.0,50,55,2015,12,9,2021-07-26,2056,income_3th,169.18
O,54,3b6908e28e,2017-11-09,52000.0,50,50,2017,11,9,2021-07-26,1355,income_3th,97.2
F,66,2963fdca41,2017-11-24,33000.0,60,65,2017,11,24,2021-07-26,1340,income_4th,161.66000000000005
M,53,dcadc299e3,2017-08-20,45000.0,50,50,2017,8,20,2021-07-26,1436,income_4th,95.83
F,51,2c73097022,2017-12-13,71000.0,50,50,2017,12,13,2021-07-26,1321,income_3th,790.78
M,52,69b3cb78fe,2018-02-26,74000.0,50,50,2018,2,26,2021-07-26,1246,income_3th,70.3
F,52,750668ec40,2018-06-30,80000.0,50,50,2018,6,30,2021-07-26,1122,income_2th,35.47
M,92,98da9b1c61,2016-09-29,106000.0,90,90,2016,9,29,2021-07-26,1761,income_1th,212.52
M,26,a910bf664b,2018-05-10,53000.0,20,25,2018,5,10,2021-07-26,1173,income_3th,9.68
M,59,a34c780f69,2016-04-29,69000.0,50,55,2016,4,29,2021-07-26,1914,income_3th,289.7099999999999
M,55,b867b4b93a,2017-04-25,35000.0,50,55,2017,4,25,2021-07-26,1553,income_4th,114.35
M,57,ee94ec84c1,2016-07-09,61000.0,50,55,2016,7,9,2021-07-26,1843,income_3th,252.73000000000002
M,62,dea3e2ba62,2018-01-14,60000.0,60,60,2018,1,14,2021-07-26,1289,income_3th,68.33
F,64,f165018c3b,2016-12-01,69000.0,60,60,2016,12,1,2021-07-26,1698,income_3th,151.46999999999997
F,61,ed1d73d8ec,2017-12-14,56000.0,60,60,2017,12,14,2021-07-26,1320,income_3th,32.34
M,26,b36aea09d8,2017-10-08,31000.0,20,25,2017,10,8,2021-07-26,1387,income_4th,21.39
M,22,3a688a8664,2015-09-15,41000.0,20,20,2015,9,15,2021-07-26,2141,income_4th,164.64999999999998
F,65,10ba891b9e,2015-12-20,114000.0,60,65,2015,12,20,2021-07-26,2045,income_1th,260.42
M,50,cec6747153,2015-01-25,82000.0,50,50,2015,1,25,2021-07-26,2374,income_2th,118.69
M,71,b13e032db2,2018-01-27,64000.0,70,70,2018,1,27,2021-07-26,1276,income_3th,186.79999999999995
M,39,4415e9934c,2018-06-19,63000.0,30,35,2018,6,19,2021-07-26,1133,income_3th,32.74
F,40,2c4fb0413a,2016-02-28,42000.0,40,40,2016,2,28,2021-07-26,1975,income_4th,19.41
F,60,2b783424dd,2017-06-01,96000.0,60,60,2017,6,1,2021-07-26,1516,income_2th,137.77
M,71,cb8291d29f,2015-03-16,31000.0,70,70,2015,3,16,2021-07-26,2324,income_4th,19.82
M,46,8c7a45fe31,2018-05-11,65000.0,40,45,2018,5,11,2021-07-26,1172,income_3th,17.91
M,59,9b6d460b5d,2015-12-07,110000.0,50,55,2015,12,7,2021-07-26,2058,income_1th,447.73
F,72,9bdb9d94f1,2015-02-02,55000.0,70,70,2015,2,2,2021-07-26,2366,income_3th,112.56
M,53,9a4d52645e,2017-09-16,33000.0,50,50,2017,9,16,2021-07-26,1409,income_4th,37.73
M,73,558dc65c7a,2017-02-25,66000.0,70,70,2017,2,25,2021-07-26,1612,income_3th,179.69
M,23,d83cd73288,2014-02-25,39000.0,20,20,2014,2,25,2021-07-26,2708,income_4th,164.87
F,64,837a4b11ae,2018-02-24,60000.0,60,60,2018,2,24,2021-07-26,1248,income_3th,132.81
F,56,e257f28d61,2018-05-01,47000.0,50,55,2018,5,1,2021-07-26,1182,income_4th,8.66
M,57,0118fbb66d,2017-08-21,55000.0,50,55,2017,8,21,2021-07-26,1435,income_3th,64.03999999999999
M,64,0934678d34,2017-11-05,55000.0,60,60,2017,11,5,2021-07-26,1359,income_3th,0.63
F,39,2da420b2fc,2018-05-12,37000.0,30,35,2018,5,12,2021-07-26,1171,income_4th,321.57000000000005
F,79,6747faa91f,2017-06-28,105000.0,70,75,2017,6,28,2021-07-26,1489,income_1th,150.84
F,76,4b31e509bb,2016-10-11,47000.0,70,75,2016,10,11,2021-07-26,1749,income_4th,211.81999999999994
M,22,b912b714bf,2018-05-08,56000.0,20,20,2018,5,8,2021-07-26,1175,income_3th,24.939999999999998
M,39,bd82f4a7cc,2017-12-24,37000.0,30,35,2017,12,24,2021-07-26,1310,income_4th,18.24
F,55,1770fd147f,2018-04-13,54000.0,50,55,2018,4,13,2021-07-26,1200,income_3th,13.43
M,28,9726361a96,2016-01-19,37000.0,20,25,2016,1,19,2021-07-26,2015,income_4th,69.52
M,51,7406d9710f,2018-01-19,84000.0,50,50,2018,1,19,2021-07-26,1284,income_2th,14.2
M,41,828dac4565,2016-01-09,77000.0,40,40,2016,1,9,2021-07-26,2025,income_2th,140.39
M,74,3573e62539,2017-06-29,80000.0,70,70,2017,6,29,2021-07-26,1488,income_2th,158.83999999999997
M,35,31e915c241,2017-12-24,60000.0,30,35,2017,12,24,2021-07-26,1310,income_3th,47.91
M,57,272dc7a93e,2017-10-25,97000.0,50,55,2017,10,25,2021-07-26,1370,income_2th,129.35
O,68,84615238da,2017-12-11,43000.0,60,65,2017,12,11,2021-07-26,1323,income_4th,48.790000000000006
M,79,9d73282e26,2015-10-07,66000.0,70,75,2015,10,7,2021-07-26,2119,income_3th,180.28
F,62,f86af496c1,2017-08-28,97000.0,60,60,2017,8,28,2021-07-26,1428,income_2th,146.16
F,68,e8c336eb5d,2017-02-24,93000.0,60,65,2017,2,24,2021-07-26,1613,income_2th,236.82
F,39,5e0cac0673,2017-09-09,32000.0,30,35,2017,9,9,2021-07-26,1416,income_4th,76.98
M,44,e8d3940d5a,2018-01-16,89000.0,40,40,2018,1,16,2021-07-26,1287,income_2th,102.83999999999999
M,63,683cc3d7e6,2014-01-31,68000.0,60,60,2014,1,31,2021-07-26,2733,income_3th,55.29
M,56,a832f09d7a,2018-02-12,87000.0,50,55,2018,2,12,2021-07-26,1260,income_2th,20.28
F,41,871f839ad6,2017-03-29,33000.0,40,40,2017,3,29,2021-07-26,1580,income_4th,53.199999999999996
M,56,5215487467,2015-11-06,79000.0,50,55,2015,11,6,2021-07-26,2089,income_2th,229.94
M,66,9a6c9d73cc,2018-01-25,56000.0,60,65,2018,1,25,2021-07-26,1278,income_3th,94.53
F,44,2a1cb179fd,2016-04-07,64000.0,40,40,2016,4,7,2021-07-26,1936,income_3th,739.13
M,36,bb78f4ec25,2016-05-28,56000.0,30,35,2016,5,28,2021-07-26,1885,income_3th,113.13000000000001
M,67,e5f9bc8122,2013-09-29,35000.0,60,65,2013,9,29,2021-07-26,2857,income_4th,54.77
M,55,14aec0282f,2017-08-06,58000.0,50,55,2017,8,6,2021-07-26,1450,income_3th,95.03000000000002
F,58,09dc6bc32a,2017-02-20,81000.0,50,55,2017,2,20,2021-07-26,1617,income_2th,94.37
F,82,c63334d18b,2017-12-14,82000.0,80,80,2017,12,14,2021-07-26,1320,income_2th,278.15
M,25,9c2ff857fe,2017-10-25,34000.0,20,25,2017,10,25,2021-07-26,1370,income_4th,18.87
F,75,cd0f845789,2017-10-31,64000.0,70,75,2017,10,31,2021-07-26,1364,income_3th,176.89
M,53,1d8a7055b6,2013-08-22,74000.0,50,50,2013,8,22,2021-07-26,2895,income_3th,91.92999999999999
M,37,0bdd63f533,2017-12-15,49000.0,30,35,2017,12,15,2021-07-26,1319,income_4th,18.06
M,67,358dd6e10a,2016-08-07,57000.0,60,65,2016,8,7,2021-07-26,1814,income_3th,59.99
F,26,535b7a61cb,2016-08-30,44000.0,20,25,2016,8,30,2021-07-26,1791,income_4th,46.84
F,65,a9c7d1360f,2018-05-02,72000.0,60,65,2018,5,2,2021-07-26,1181,income_3th,99.09
M,67,d42b3ac8b2,2017-11-27,51000.0,60,65,2017,11,27,2021-07-26,1337,income_3th,63.56
F,23,d0d5466a6c,2018-04-27,73000.0,20,20,2018,4,27,2021-07-26,1186,income_3th,9.52
M,86,e1ee728691,2018-06-15,66000.0,80,85,2018,6,15,2021-07-26,1137,income_3th,16.01
M,48,e2ec009569,2014-05-15,66000.0,40,45,2014,5,15,2021-07-26,2629,income_3th,55.8
F,59,952f9040dd,2016-04-07,68000.0,50,55,2016,4,7,2021-07-26,1936,income_3th,275.86
M,64,08df8f2800,2015-09-22,80000.0,60,60,2015,9,22,2021-07-26,2134,income_2th,173.54
M,55,5f387e6735,2016-03-07,34000.0,50,55,2016,3,7,2021-07-26,1967,income_4th,8.06
F,88,1c963da68f,2017-02-21,80000.0,80,85,2017,2,21,2021-07-26,1616,income_2th,154.47
F,64,5e6b3df1c3,2015-01-30,60000.0,60,60,2015,1,30,2021-07-26,2369,income_3th,25.639999999999997
M,64,2db0f86382,2017-10-02,98000.0,60,60,2017,10,2,2021-07-26,1393,income_2th,23.49
F,80,e916f2c650,2017-10-11,31000.0,80,80,2017,10,11,2021-07-26,1384,income_4th,5.42
M,77,143c28deab,2015-09-30,81000.0,70,75,2015,9,30,2021-07-26,2126,income_2th,214.48000000000002
M,32,5ad8ccb7be,2018-03-25,32000.0,30,30,2018,3,25,2021-07-26,1219,income_4th,19.169999999999998
F,52,a4b31623ed,2017-10-13,73000.0,50,50,2017,10,13,2021-07-26,1382,income_3th,21.04
M,61,4869681400,2015-12-05,31000.0,60,60,2015,12,5,2021-07-26,2060,income_4th,79.61999999999999
M,57,2ad0a53e74,2016-01-03,83000.0,50,55,2016,1,3,2021-07-26,2031,income_2th,188.68
M,76,af5006474e,2016-12-15,54000.0,70,75,2016,12,15,2021-07-26,1684,income_3th,43.980000000000004
M,57,14d2c0a1d5,2018-05-31,42000.0,50,55,2018,5,31,2021-07-26,1152,income_4th,22.37
M,20,626c385a5e,2018-07-05,72000.0,20,20,2018,7,5,2021-07-26,1117,income_3th,221.47999999999996
M,69,7289d4edea,2017-10-10,67000.0,60,65,2017,10,10,2021-07-26,1385,income_3th,29.86
M,63,303466174d,2018-01-25,51000.0,60,60,2018,1,25,2021-07-26,1278,income_3th,15.92
O,39,1aed24d32a,2016-11-17,89000.0,30,35,2016,11,17,2021-07-26,1712,income_2th,134.95
F,43,ba6acc5c02,2016-04-01,58000.0,40,40,2016,4,1,2021-07-26,1942,income_3th,148.08
M,20,3cf6c70acf,2018-06-05,39000.0,20,20,2018,6,5,2021-07-26,1147,income_4th,20.89
M,40,8b15b7b0e2,2017-07-28,61000.0,40,40,2017,7,28,2021-07-26,1459,income_3th,27.78
M,62,00b3400e4f,2016-08-25,80000.0,60,60,2016,8,25,2021-07-26,1796,income_2th,163.92
M,57,7594bc509b,2018-01-06,66000.0,50,55,2018,1,6,2021-07-26,1297,income_3th,63.43000000000001
F,50,32d10ac327,2017-04-08,107000.0,50,50,2017,4,8,2021-07-26,1570,income_1th,70.63
F,54,3ba4e03ddb,2018-06-24,79000.0,50,50,2018,6,24,2021-07-26,1128,income_2th,116.45
M,45,fe66b9029b,2016-11-06,52000.0,40,45,2016,11,6,2021-07-26,1723,income_3th,129.13
M,32,f035bb0051,2015-02-16,38000.0,30,30,2015,2,16,2021-07-26,2352,income_4th,41.9
M,54,d49af5885c,2018-03-25,36000.0,50,50,2018,3,25,2021-07-26,1219,income_4th,17.25
M,45,e898f8d0cc,2017-11-21,32000.0,40,45,2017,11,21,2021-07-26,1343,income_4th,48.51000000000001
M,62,839649618a,2018-04-19,116000.0,60,60,2018,4,19,2021-07-26,1194,income_1th,32.5
M,61,cc4e9e91ab,2016-06-08,36000.0,60,60,2016,6,8,2021-07-26,1874,income_4th,182.37
M,68,8d0f347ee8,2018-02-06,95000.0,60,65,2018,2,6,2021-07-26,1266,income_2th,110.01000000000002
F,44,d242fd7382,2016-10-23,53000.0,40,40,2016,10,23,2021-07-26,1737,income_3th,88.52000000000001
M,66,90cae853cf,2015-09-05,39000.0,60,65,2015,9,5,2021-07-26,2151,income_4th,48.879999999999995
F,65,fe8f36c2ab,2017-06-21,70000.0,60,65,2017,6,21,2021-07-26,1496,income_3th,150.06
M,58,29164c64f2,2018-07-08,41000.0,50,55,2018,7,8,2021-07-26,1114,income_4th,15.879999999999999
M,55,d9e5e0c806,2014-09-20,65000.0,50,55,2014,9,20,2021-07-26,2501,income_3th,121.02
M,58,b3605dd45a,2017-03-06,42000.0,50,55,2017,3,6,2021-07-26,1603,income_4th,35.87
M,51,ad9c1730a8,2014-07-25,39000.0,50,50,2014,7,25,2021-07-26,2558,income_4th,19.060000000000002
F,56,abb51bfc36,2018-06-14,40000.0,50,55,2018,6,14,2021-07-26,1138,income_4th,20.419999999999998
F,21,0c4469885b,2016-08-19,45000.0,20,20,2016,8,19,2021-07-26,1802,income_4th,181.32999999999996
F,65,e6ed082e2f,2016-01-18,74000.0,60,65,2016,1,18,2021-07-26,2016,income_3th,153.00000000000003
F,40,6377c06cd6,2017-08-01,61000.0,40,40,2017,8,1,2021-07-26,1455,income_3th,103.33000000000001
M,29,68f4256578,2018-03-17,61000.0,20,25,2018,3,17,2021-07-26,1227,income_3th,22.759999999999998
M,68,b50b135eb4,2017-09-10,31000.0,60,65,2017,9,10,2021-07-26,1415,income_4th,25.229999999999997
M,29,fa603420f0,2017-10-07,45000.0,20,25,2017,10,7,2021-07-26,1388,income_4th,36.300000000000004
F,27,7ae5c11ed9,2015-12-22,65000.0,20,25,2015,12,22,2021-07-26,2043,income_3th,194.24
M,18,976b4e8c34,2017-12-26,43000.0,10,15,2017,12,26,2021-07-26,1308,income_4th,5.82
M,73,1c8cf4af93,2017-07-25,97000.0,70,70,2017,7,25,2021-07-26,1462,income_2th,217.56000000000003
M,42,a556e87424,2018-07-08,47000.0,40,40,2018,7,8,2021-07-26,1114,income_4th,17.3
F,56,8aef76b765,2018-07-16,52000.0,50,55,2018,7,16,2021-07-26,1106,income_3th,56.58
M,67,dfb71ecf2c,2017-03-13,71000.0,60,65,2017,3,13,2021-07-26,1596,income_3th,141.25
M,60,dce09fd909,2017-09-04,52000.0,60,60,2017,9,4,2021-07-26,1421,income_3th,46.9
F,57,7a57aafe16,2015-11-04,75000.0,50,55,2015,11,4,2021-07-26,2091,income_3th,294.51000000000005
F,91,61dbd2514d,2016-02-15,74000.0,90,90,2016,2,15,2021-07-26,1988,income_3th,96.80999999999999
M,56,03bbce97de,2016-10-19,52000.0,50,55,2016,10,19,2021-07-26,1741,income_3th,39.230000000000004
F,64,a43342085d,2017-10-30,73000.0,60,60,2017,10,30,2021-07-26,1365,income_3th,307.89
M,55,20b3452f73,2017-10-25,45000.0,50,55,2017,10,25,2021-07-26,1370,income_4th,41.87
M,95,d1c50a0b12,2018-07-25,51000.0,90,95,2018,7,25,2021-07-26,1097,income_3th,12.67
F,53,a5de55851a,2018-02-28,72000.0,50,50,2018,2,28,2021-07-26,1244,income_3th,22.47
M,26,b70b088730,2014-08-11,45000.0,20,25,2014,8,11,2021-07-26,2541,income_4th,30.86
M,48,5063e84165,2017-09-01,47000.0,40,45,2017,9,1,2021-07-26,1424,income_4th,3.5999999999999996
M,71,dacb3543b4,2017-12-15,68000.0,70,70,2017,12,15,2021-07-26,1319,income_3th,7.17
M,53,72a6a2e611,2017-04-06,118000.0,50,50,2017,4,6,2021-07-26,1572,income_1th,61.72
M,53,89d8a13cb4,2017-11-05,74000.0,50,50,2017,11,5,2021-07-26,1359,income_3th,254.00999999999996
M,67,a06a9b3647,2017-11-23,53000.0,60,65,2017,11,23,2021-07-26,1341,income_3th,8.68
F,72,e6de965c34,2018-06-03,56000.0,70,70,2018,6,3,2021-07-26,1149,income_3th,18.69
M,35,bd06525874,2016-03-26,66000.0,30,35,2016,3,26,2021-07-26,1948,income_3th,253.17
M,48,83c2f8b74e,2015-02-16,43000.0,40,45,2015,2,16,2021-07-26,2352,income_4th,14.2
M,54,1845602260,2018-06-26,82000.0,50,50,2018,6,26,2021-07-26,1126,income_2th,46.72
M,45,573be1fbaa,2017-06-20,63000.0,40,45,2017,6,20,2021-07-26,1497,income_3th,207.57
M,61,6e63df6719,2018-02-14,37000.0,60,60,2018,2,14,2021-07-26,1258,income_4th,24.79
M,81,03b810ec33,2018-02-14,63000.0,80,80,2018,2,14,2021-07-26,1258,income_3th,13.88
F,47,864162f4e8,2017-07-30,70000.0,40,45,2017,7,30,2021-07-26,1457,income_3th,179.64
M,71,14beaba592,2017-12-12,74000.0,70,70,2017,12,12,2021-07-26,1322,income_3th,301.3
F,64,054a387e28,2016-05-07,61000.0,60,60,2016,5,7,2021-07-26,1906,income_3th,184.96
M,62,8d29308825,2018-01-24,85000.0,60,60,2018,1,24,2021-07-26,1279,income_2th,92.79
F,37,c5f6cfb26f,2017-12-19,46000.0,30,35,2017,12,19,2021-07-26,1315,income_4th,111.26
F,68,eb4d5a6585,2017-04-19,42000.0,60,65,2017,4,19,2021-07-26,1559,income_4th,193.75000000000006
M,31,42f35f86d0,2017-11-22,63000.0,30,30,2017,11,22,2021-07-26,1342,income_3th,18.040000000000003
M,58,083d316ee5,2017-11-26,55000.0,50,55,2017,11,26,2021-07-26,1338,income_3th,5.41
M,74,f0682c7091,2017-05-10,96000.0,70,70,2017,5,10,2021-07-26,1538,income_2th,144.06
M,64,e1fe3afc4d,2015-09-15,70000.0,60,60,2015,9,15,2021-07-26,2141,income_3th,49.59999999999999
M,70,4fb65757dc,2018-01-12,99000.0,70,70,2018,1,12,2021-07-26,1291,income_2th,47.129999999999995
F,52,7784652beb,2015-10-29,85000.0,50,50,2015,10,29,2021-07-26,2097,income_2th,202.29000000000002
M,25,2989ffb9c4,2016-05-12,47000.0,20,25,2016,5,12,2021-07-26,1901,income_4th,144.7
M,55,ba03c35a91,2017-11-14,81000.0,50,55,2017,11,14,2021-07-26,1350,income_2th,254.95999999999998
M,51,7020bdbf36,2018-07-17,56000.0,50,50,2018,7,17,2021-07-26,1105,income_3th,15.680000000000001
M,38,8f9b3a14be,2015-05-30,37000.0,30,35,2015,5,30,2021-07-26,2249,income_4th,50.63
M,52,befe1ffdb7,2018-05-09,75000.0,50,50,2018,5,9,2021-07-26,1174,income_3th,41.5
F,29,efc335a156,2017-09-26,31000.0,20,25,2017,9,26,2021-07-26,1399,income_4th,69.64
F,63,8c3e347b4d,2016-02-14,71000.0,60,60,2016,2,14,2021-07-26,1989,income_3th,128.23
F,78,ec58b08e4c,2016-06-20,112000.0,70,75,2016,6,20,2021-07-26,1862,income_1th,100.28999999999999
F,85,67b3dd9298,2017-02-26,112000.0,80,85,2017,2,26,2021-07-26,1611,income_1th,151.08999999999997
M,51,b1d541fa10,2017-11-08,58000.0,50,50,2017,11,8,2021-07-26,1356,income_3th,97.49000000000001
F,92,ce17a75119,2016-10-25,41000.0,90,90,2016,10,25,2021-07-26,1735,income_4th,110.02000000000001
F,56,5956b48eb2,2016-09-15,108000.0,50,55,2016,9,15,2021-07-26,1775,income_1th,54.08
M,67,c218177304,2018-06-09,113000.0,60,65,2018,6,9,2021-07-26,1143,income_1th,92.78999999999999
F,33,ef8f68ebd3,2017-08-02,40000.0,30,30,2017,8,2,2021-07-26,1454,income_4th,136.77
M,33,6bb9186fb0,2018-04-05,37000.0,30,30,2018,4,5,2021-07-26,1208,income_4th,16.419999999999998
