gender,age,person_id,became_member_on,income,age_units10,age_units5,join_year,join_month,join_day,now,join_period
F,54,2a4d94828f,2016-08-05,50000.0,50,50,2016,8,5,2021-07-26,1816
M,49,6a8e49db50,2016-03-21,32000.0,40,45,2016,3,21,2021-07-26,1953
O,59,0cbc5b2f77,2017-07-23,40000.0,50,55,2017,7,23,2021-07-26,1464
M,48,6e7a3b3499,2017-10-15,36000.0,40,45,2017,10,15,2021-07-26,1380
M,31,c5ad0da65b,2018-06-07,67000.0,30,30,2018,6,7,2021-07-26,1145
M,66,b1328662a0,2015-10-01,50000.0,60,65,2015,10,1,2021-07-26,2125
M,56,005500a718,2017-12-09,47000.0,50,55,2017,12,9,2021-07-26,1325
M,56,b9f3080f81,2016-10-14,70000.0,50,55,2016,10,14,2021-07-26,1746
M,31,5d413da3f9,2018-01-03,32000.0,30,30,2018,1,3,2021-07-26,1300
M,39,e8b1e52456,2018-01-25,55000.0,30,35,2018,1,25,2021-07-26,1278
M,55,15d02d3266,2016-05-29,55000.0,50,55,2016,5,29,2021-07-26,1884
F,55,63eaa9228f,2015-07-24,57000.0,50,55,2015,7,24,2021-07-26,2194
F,64,a60741d3ab,2015-10-24,95000.0,60,60,2015,10,24,2021-07-26,2102
F,62,be58577349,2016-12-27,91000.0,60,60,2016,12,27,2021-07-26,1672
F,45,12a3b3c97b,2015-09-24,53000.0,40,45,2015,9,24,2021-07-26,2132
F,64,144581d274,2017-08-22,70000.0,60,60,2017,8,22,2021-07-26,1434
M,72,8eff47d0d9,2017-12-08,50000.0,70,70,2017,12,8,2021-07-26,1326
M,72,44053ee492,2016-06-12,71000.0,70,70,2016,6,12,2021-07-26,1870
F,50,94767d9575,2016-06-04,111000.0,50,50,2016,6,4,2021-07-26,1878
F,64,d5a7f83fb3,2017-10-14,63000.0,60,60,2017,10,14,2021-07-26,1381
M,45,230aae2a26,2017-10-25,48000.0,40,45,2017,10,25,2021-07-26,1370
F,38,b64b47afe1,2016-09-05,36000.0,30,35,2016,9,5,2021-07-26,1785
M,41,d3956fdde7,2018-05-17,85000.0,40,40,2018,5,17,2021-07-26,1166
M,59,8513fc703a,2017-05-25,48000.0,50,55,2017,5,25,2021-07-26,1523
M,32,b18ede11af,2015-01-24,37000.0,30,30,2015,1,24,2021-07-26,2375
M,76,2a109589d8,2014-04-19,64000.0,70,75,2014,4,19,2021-07-26,2655
M,56,9ca81fd80e,2014-09-22,80000.0,50,55,2014,9,22,2021-07-26,2499
F,28,cb451cfac4,2016-02-17,43000.0,20,25,2016,2,17,2021-07-26,1986
M,67,c62168760f,2017-02-16,98000.0,60,65,2017,2,16,2021-07-26,1621
F,71,7361856a7d,2016-06-17,103000.0,70,70,2016,6,17,2021-07-26,1865
M,36,3f412742bf,2017-08-08,31000.0,30,35,2017,8,8,2021-07-26,1448
F,72,56e7eed3e3,2015-12-04,55000.0,70,70,2015,12,4,2021-07-26,2061
M,76,3b252e95f9,2013-12-30,53000.0,70,75,2013,12,30,2021-07-26,2765
M,91,2bd1b8cdd3,2014-04-18,58000.0,90,90,2014,4,18,2021-07-26,2656
F,37,96a746b7ca,2017-03-15,53000.0,30,35,2017,3,15,2021-07-26,1594
M,50,ce7b036940,2018-03-24,81000.0,50,50,2018,3,24,2021-07-26,1220
M,25,3a1c0ab4be,2015-06-15,52000.0,20,25,2015,6,15,2021-07-26,2233
F,62,e2f8376c32,2017-12-12,58000.0,60,60,2017,12,12,2021-07-26,1322
F,65,3b21d61216,2017-06-09,119000.0,60,65,2017,6,9,2021-07-26,1508
M,69,36eb085074,2018-04-12,73000.0,60,65,2018,4,12,2021-07-26,1201
F,37,6917cdddf4,2016-02-11,79000.0,30,35,2016,2,11,2021-07-26,1992
M,56,a80a2e4ecd,2017-09-25,32000.0,50,55,2017,9,25,2021-07-26,1400
M,56,a72ce2003e,2017-08-31,73000.0,50,55,2017,8,31,2021-07-26,1425
O,60,d98654c04b,2018-05-15,72000.0,60,60,2018,5,15,2021-07-26,1168
F,79,f0948561f6,2018-07-12,64000.0,70,75,2018,7,12,2021-07-26,1110
F,100,edbb23d321,2017-05-07,71000.0,100,100,2017,5,7,2021-07-26,1541
M,40,6bb901d063,2017-10-02,72000.0,40,40,2017,10,2,2021-07-26,1393
F,85,b3af86317c,2017-12-24,89000.0,80,85,2017,12,24,2021-07-26,1310
F,51,c20b524917,2016-08-04,49000.0,50,50,2016,8,4,2021-07-26,1817
M,24,e22206bf65,2017-12-22,64000.0,20,20,2017,12,22,2021-07-26,1312
F,60,23a5ad1928,2017-12-15,84000.0,60,60,2017,12,15,2021-07-26,1319
M,66,a97051ceb2,2017-11-16,31000.0,60,65,2017,11,16,2021-07-26,1348
M,33,b1e8ab5d20,2017-11-04,74000.0,30,30,2017,11,4,2021-07-26,1360
F,63,3c44371962,2016-12-17,103000.0,60,60,2016,12,17,2021-07-26,1682
M,57,0f174c618a,2016-09-18,52000.0,50,55,2016,9,18,2021-07-26,1772
M,86,5cb6674221,2016-01-30,97000.0,80,85,2016,1,30,2021-07-26,2004
M,37,3835f3a19c,2016-04-04,74000.0,30,35,2016,4,4,2021-07-26,1939
M,38,3b346dd87f,2017-07-08,56000.0,30,35,2017,7,8,2021-07-26,1479
M,49,2205bf5738,2015-05-31,43000.0,40,45,2015,5,31,2021-07-26,2248
F,36,7e977aa0ba,2017-08-24,38000.0,30,35,2017,8,24,2021-07-26,1432
M,28,a6105ca2ed,2014-02-08,53000.0,20,25,2014,2,8,2021-07-26,2725
M,62,fb7e218252,2017-10-19,37000.0,60,60,2017,10,19,2021-07-26,1376
M,63,0ff55591a7,2016-12-13,50000.0,60,60,2016,12,13,2021-07-26,1686
M,57,30e4256f43,2018-05-02,34000.0,50,55,2018,5,2,2021-07-26,1181
M,63,db564686d3,2018-07-25,56000.0,60,60,2018,7,25,2021-07-26,1097
M,30,20080fae77,2017-08-22,32000.0,30,30,2017,8,22,2021-07-26,1434
F,49,0934fd310a,2017-10-27,32000.0,40,45,2017,10,27,2021-07-26,1368
M,48,5e9a9e575f,2016-02-02,93000.0,40,45,2016,2,2,2021-07-26,2001
M,84,66752b26bf,2016-01-31,57000.0,80,80,2016,1,31,2021-07-26,2003
M,33,ce15a44d0b,2016-01-28,30000.0,30,30,2016,1,28,2021-07-26,2006
F,67,ce5b3429a9,2016-12-26,71000.0,60,65,2016,12,26,2021-07-26,1673
M,36,e1c998b7ae,2014-12-07,70000.0,30,35,2014,12,7,2021-07-26,2423
F,46,0ee730ab06,2017-07-07,82000.0,40,45,2017,7,7,2021-07-26,1480
M,73,63e89a3c57,2018-04-20,32000.0,70,70,2018,4,20,2021-07-26,1193
F,48,612fd8cc4c,2017-03-26,82000.0,40,45,2017,3,26,2021-07-26,1583
M,43,b2d9e2ad84,2015-09-13,79000.0,40,40,2015,9,13,2021-07-26,2143
M,41,208774c819,2017-06-03,31000.0,40,40,2017,6,3,2021-07-26,1514
M,51,074e7e5b34,2018-04-10,53000.0,50,50,2018,4,10,2021-07-26,1203
M,41,7c26e974fa,2017-07-30,59000.0,40,40,2017,7,30,2021-07-26,1457
M,43,3cdf490843,2018-01-21,52000.0,40,40,2018,1,21,2021-07-26,1282
M,67,a414d8006b,2018-06-11,79000.0,60,65,2018,6,11,2021-07-26,1141
M,61,94fb389c92,2017-08-17,52000.0,60,60,2017,8,17,2021-07-26,1439
M,84,2f0f5c02a4,2017-11-20,86000.0,80,80,2017,11,20,2021-07-26,1344
F,36,a5e9fe2c5b,2017-11-09,50000.0,30,35,2017,11,9,2021-07-26,1355
F,74,0d20a089f5,2017-11-11,101000.0,70,70,2017,11,11,2021-07-26,1353
M,47,93399ad651,2015-11-20,50000.0,40,45,2015,11,20,2021-07-26,2075
M,39,3638eaf178,2018-07-06,52000.0,30,35,2018,7,6,2021-07-26,1116
M,23,53b88f94ff,2018-07-05,75000.0,20,20,2018,7,5,2021-07-26,1117
M,36,fef9199659,2016-06-20,56000.0,30,35,2016,6,20,2021-07-26,1862
F,49,8e69524a95,2015-11-28,61000.0,40,45,2015,11,28,2021-07-26,2067
F,52,1359818aa5,2018-04-12,99000.0,50,50,2018,4,12,2021-07-26,1201
M,66,fa58a6717a,2017-10-24,52000.0,60,65,2017,10,24,2021-07-26,1371
M,38,c75d5ed74f,2018-01-17,31000.0,30,35,2018,1,17,2021-07-26,1286
M,34,d5929c3cb7,2018-04-03,65000.0,30,30,2018,4,3,2021-07-26,1210
M,23,a2c0d432cf,2017-01-26,40000.0,20,20,2017,1,26,2021-07-26,1642
F,44,0b83ad1213,2015-07-16,55000.0,40,40,2015,7,16,2021-07-26,2202
M,65,ee38554e60,2017-06-12,62000.0,60,65,2017,6,12,2021-07-26,1505
F,71,5d11397d0c,2018-01-14,77000.0,70,70,2018,1,14,2021-07-26,1289
M,81,fbd8c0480d,2018-04-08,50000.0,80,80,2018,4,8,2021-07-26,1205
M,70,effcc502e9,2018-05-02,59000.0,70,70,2018,5,2,2021-07-26,1181
F,35,3676a7a0cb,2018-07-12,55000.0,30,35,2018,7,12,2021-07-26,1110
F,46,a089537e95,2017-02-22,63000.0,40,45,2017,2,22,2021-07-26,1615
M,49,55103915b4,2017-08-31,82000.0,40,45,2017,8,31,2021-07-26,1425
M,53,9d1a5a51c4,2017-05-01,96000.0,50,50,2017,5,1,2021-07-26,1547
F,26,9ad0113b2b,2018-04-28,30000.0,20,25,2018,4,28,2021-07-26,1185
M,30,d53880e21d,2016-02-04,56000.0,30,30,2016,2,4,2021-07-26,1999
M,26,9820af4058,2018-04-07,66000.0,20,25,2018,4,7,2021-07-26,1206
M,51,b970d698e4,2017-08-06,73000.0,50,50,2017,8,6,2021-07-26,1450
M,26,9e33bb2f4c,2015-08-09,63000.0,20,25,2015,8,9,2021-07-26,2178
F,68,7c71f8ffe2,2017-05-24,79000.0,60,65,2017,5,24,2021-07-26,1524
M,39,6e084f6ef5,2016-01-02,56000.0,30,35,2016,1,2,2021-07-26,2032
F,70,bbb98c130c,2014-10-05,64000.0,70,70,2014,10,5,2021-07-26,2486
M,37,cb576b0ddc,2016-06-10,56000.0,30,35,2016,6,10,2021-07-26,1872
M,22,9109b199a0,2017-01-22,35000.0,20,20,2017,1,22,2021-07-26,1646
M,21,b8597ea5a1,2018-03-06,68000.0,20,20,2018,3,6,2021-07-26,1238
M,21,729edf023a,2017-09-28,39000.0,20,20,2017,9,28,2021-07-26,1397
F,53,c9f8fc7c8a,2017-08-29,69000.0,50,50,2017,8,29,2021-07-26,1427
M,54,950ece4963,2018-04-08,41000.0,50,50,2018,4,8,2021-07-26,1205
F,49,cfdac754f2,2016-03-04,60000.0,40,45,2016,3,4,2021-07-26,1970
M,46,1794e0fdfb,2018-06-16,51000.0,40,45,2018,6,16,2021-07-26,1136
M,52,6cc7905aff,2017-10-10,37000.0,50,50,2017,10,10,2021-07-26,1385
F,33,6daa614ce1,2017-10-11,74000.0,30,30,2017,10,11,2021-07-26,1384
M,55,52959f1911,2016-12-20,111000.0,50,55,2016,12,20,2021-07-26,1679
M,34,72997ae4a9,2018-01-08,47000.0,30,30,2018,1,8,2021-07-26,1295
F,98,99767a37b0,2018-01-04,65000.0,90,95,2018,1,4,2021-07-26,1299
M,57,aa79724c2d,2018-03-05,88000.0,50,55,2018,3,5,2021-07-26,1239
M,19,b9d9ecf32a,2017-07-27,34000.0,10,15,2017,7,27,2021-07-26,1460
M,60,2e900e4e6e,2016-09-28,32000.0,60,60,2016,9,28,2021-07-26,1762
M,62,3339d9d8f5,2014-11-05,44000.0,60,60,2014,11,5,2021-07-26,2455
M,53,776f4d3d73,2015-06-30,69000.0,50,50,2015,6,30,2021-07-26,2218
M,74,8761fec65f,2018-02-13,71000.0,70,70,2018,2,13,2021-07-26,1259
M,50,574ff7f342,2018-06-10,63000.0,50,50,2018,6,10,2021-07-26,1142
F,49,3a50b4edf0,2018-01-31,112000.0,40,45,2018,1,31,2021-07-26,1272
F,95,27d083732f,2017-10-12,65000.0,90,95,2017,10,12,2021-07-26,1383
M,51,c73f929f53,2016-05-04,78000.0,50,50,2016,5,4,2021-07-26,1909
F,53,a562dd6f04,2016-03-11,90000.0,50,50,2016,3,11,2021-07-26,1963
M,78,87f1cb5ed8,2017-03-25,44000.0,70,75,2017,3,25,2021-07-26,1584
M,39,24f0bf1e24,2016-08-31,51000.0,30,35,2016,8,31,2021-07-26,1790
M,73,69b3c27361,2017-04-22,112000.0,70,70,2017,4,22,2021-07-26,1556
O,56,f91b4e3cac,2015-01-04,53000.0,50,55,2015,1,4,2021-07-26,2395
M,55,d11b5f234e,2016-09-26,73000.0,50,55,2016,9,26,2021-07-26,1764
M,56,99129a5d44,2018-06-05,39000.0,50,55,2018,6,5,2021-07-26,1147
M,34,c8296b10c3,2017-10-04,46000.0,30,30,2017,10,4,2021-07-26,1391
M,54,5b4c24de05,2017-01-24,71000.0,50,50,2017,1,24,2021-07-26,1644
F,86,8ca32e0f16,2016-10-03,116000.0,80,85,2016,10,3,2021-07-26,1757
M,77,39d3b10040,2017-09-15,57000.0,70,75,2017,9,15,2021-07-26,1410
F,37,bfa8002a0f,2017-07-07,72000.0,30,35,2017,7,7,2021-07-26,1480
M,33,8e3924cc32,2017-08-30,41000.0,30,30,2017,8,30,2021-07-26,1426
F,64,96cefb00a4,2017-04-13,72000.0,60,60,2017,4,13,2021-07-26,1565
F,41,dc006c66ba,2017-09-14,55000.0,40,40,2017,9,14,2021-07-26,1411
M,69,51b5386077,2016-05-27,99000.0,60,65,2016,5,27,2021-07-26,1886
M,54,e068cefa9e,2017-07-21,63000.0,50,50,2017,7,21,2021-07-26,1466
M,70,ddce9ae854,2018-03-04,98000.0,70,70,2018,3,4,2021-07-26,1240
F,88,00a794f62b,2015-10-24,54000.0,80,85,2015,10,24,2021-07-26,2102
M,31,f49468382d,2017-12-15,68000.0,30,30,2017,12,15,2021-07-26,1319
F,63,82980813d7,2017-09-14,55000.0,60,60,2017,9,14,2021-07-26,1411
F,45,42f00b6b15,2018-07-26,70000.0,40,45,2018,7,26,2021-07-26,1096
M,34,d7f94cafc2,2015-09-09,40000.0,30,30,2015,9,9,2021-07-26,2147
F,87,77d4d55100,2018-06-09,58000.0,80,85,2018,6,9,2021-07-26,1143
F,46,a074925eb4,2015-11-17,34000.0,40,45,2015,11,17,2021-07-26,2078
F,71,5e0b593676,2017-11-17,98000.0,70,70,2017,11,17,2021-07-26,1347
M,85,317a43edb9,2018-02-25,75000.0,80,85,2018,2,25,2021-07-26,1247
M,34,3abb020e9b,2018-01-08,36000.0,30,30,2018,1,8,2021-07-26,1295
M,45,581ce9a79b,2014-12-30,40000.0,40,45,2014,12,30,2021-07-26,2400
M,32,8cda8fffb7,2015-08-22,30000.0,30,30,2015,8,22,2021-07-26,2165
M,58,59806ef86a,2016-06-22,75000.0,50,55,2016,6,22,2021-07-26,1860
F,73,65e595b804,2017-12-31,60000.0,70,70,2017,12,31,2021-07-26,1303
M,55,982afcfac1,2017-12-27,66000.0,50,55,2017,12,27,2021-07-26,1307
F,51,87c14d061a,2015-10-26,51000.0,50,50,2015,10,26,2021-07-26,2100
M,66,7285ee7e1e,2018-04-03,44000.0,60,65,2018,4,3,2021-07-26,1210
F,62,4c894e805c,2017-12-01,81000.0,60,60,2017,12,1,2021-07-26,1333
M,27,5aa466a27d,2015-12-12,58000.0,20,25,2015,12,12,2021-07-26,2053
M,51,35dd7d2deb,2017-02-11,95000.0,50,50,2017,2,11,2021-07-26,1626
M,58,a08140db94,2016-10-11,77000.0,50,55,2016,10,11,2021-07-26,1749
F,45,9cf8406a08,2017-10-26,54000.0,40,45,2017,10,26,2021-07-26,1369
M,39,eb63ed9786,2017-09-12,57000.0,30,35,2017,9,12,2021-07-26,1413
F,65,176fd16693,2016-02-20,87000.0,60,65,2016,2,20,2021-07-26,1983
O,39,5c5b2bd0ed,2018-03-25,59000.0,30,35,2018,3,25,2021-07-26,1219
F,33,916bae5b5b,2017-02-14,48000.0,30,30,2017,2,14,2021-07-26,1623
M,75,1948b3c194,2017-02-19,54000.0,70,75,2017,2,19,2021-07-26,1618
M,76,395c06704b,2018-06-24,35000.0,70,75,2018,6,24,2021-07-26,1128
F,52,f2b8206c03,2017-05-05,34000.0,50,50,2017,5,5,2021-07-26,1543
M,43,cdf092b029,2017-09-28,63000.0,40,40,2017,9,28,2021-07-26,1397
F,73,30478a4c1e,2017-12-09,74000.0,70,70,2017,12,9,2021-07-26,1325
F,81,6dfa8f6398,2017-05-12,97000.0,80,80,2017,5,12,2021-07-26,1536
M,37,67b46eb0be,2017-05-09,70000.0,30,35,2017,5,9,2021-07-26,1539
M,67,0a94b618de,2018-06-06,43000.0,60,65,2018,6,6,2021-07-26,1146
F,89,b36cb0282a,2017-03-13,32000.0,80,85,2017,3,13,2021-07-26,1596
F,38,1e7f8996c3,2018-07-16,39000.0,30,35,2018,7,16,2021-07-26,1106
F,82,d1b2712843,2018-05-24,76000.0,80,80,2018,5,24,2021-07-26,1159
F,52,319ab9063a,2016-01-17,86000.0,50,50,2016,1,17,2021-07-26,2017
F,60,65824e7a3b,2018-01-09,55000.0,60,60,2018,1,9,2021-07-26,1294
F,46,252f458eaf,2017-09-18,80000.0,40,45,2017,9,18,2021-07-26,1407
M,50,7a3eebb9cf,2016-04-09,53000.0,50,50,2016,4,9,2021-07-26,1934
F,53,384509036b,2016-06-08,68000.0,50,50,2016,6,8,2021-07-26,1874
O,32,dc858f1f56,2017-12-10,33000.0,30,30,2017,12,10,2021-07-26,1324
M,61,8dc1751554,2018-06-08,43000.0,60,60,2018,6,8,2021-07-26,1144
F,82,36255bae71,2017-11-14,103000.0,80,80,2017,11,14,2021-07-26,1350
M,46,20d1314754,2014-04-06,31000.0,40,45,2014,4,6,2021-07-26,2668
M,52,de9f480f3c,2015-12-11,105000.0,50,50,2015,12,11,2021-07-26,2054
M,40,95d2b96866,2018-01-31,47000.0,40,40,2018,1,31,2021-07-26,1272
M,51,2fb4578848,2015-12-16,81000.0,50,50,2015,12,16,2021-07-26,2049
M,71,c22e09f9de,2014-08-09,38000.0,70,70,2014,8,9,2021-07-26,2543
M,84,d92ab842fb,2016-04-28,67000.0,80,80,2016,4,28,2021-07-26,1915
M,81,732a4252e2,2014-02-21,96000.0,80,80,2014,2,21,2021-07-26,2712
F,89,41e8409476,2017-10-14,109000.0,80,85,2017,10,14,2021-07-26,1381
M,87,6f342b3100,2018-04-26,87000.0,80,85,2018,4,26,2021-07-26,1187
M,47,99a2fe3fee,2014-07-11,65000.0,40,45,2014,7,11,2021-07-26,2572
M,86,f9df4a3243,2018-02-07,36000.0,80,85,2018,2,7,2021-07-26,1265
M,76,523426eccf,2018-02-11,54000.0,70,75,2018,2,11,2021-07-26,1261
M,44,02e4c9dff6,2017-10-17,74000.0,40,40,2017,10,17,2021-07-26,1378
M,73,84eb11751c,2013-11-15,63000.0,70,70,2013,11,15,2021-07-26,2810
M,51,b6955b6f01,2017-02-28,48000.0,50,50,2017,2,28,2021-07-26,1609
M,27,ede78d4917,2017-04-11,69000.0,20,25,2017,4,11,2021-07-26,1567
M,93,57742106c7,2017-02-18,90000.0,90,90,2017,2,18,2021-07-26,1619
F,55,43fbc1418e,2017-12-08,81000.0,50,55,2017,12,8,2021-07-26,1326
M,60,e77728c47c,2017-09-28,69000.0,60,60,2017,9,28,2021-07-26,1397
F,63,8d298ad785,2017-05-11,99000.0,60,60,2017,5,11,2021-07-26,1537
M,22,5e0a634cd1,2018-02-07,48000.0,20,20,2018,2,7,2021-07-26,1265
F,66,2e7dd52a1b,2017-10-03,64000.0,60,65,2017,10,3,2021-07-26,1392
M,23,2e6aab1dfe,2013-10-24,53000.0,20,20,2013,10,24,2021-07-26,2832
M,52,9cdbc495a7,2018-07-25,47000.0,50,50,2018,7,25,2021-07-26,1097
F,31,6dea9f16bf,2018-02-14,69000.0,30,30,2018,2,14,2021-07-26,1258
M,72,058b4e5020,2017-10-15,40000.0,70,70,2017,10,15,2021-07-26,1380
F,47,1accf81e2f,2018-04-29,97000.0,40,45,2018,4,29,2021-07-26,1184
M,74,59ee82e069,2015-09-08,89000.0,70,70,2015,9,8,2021-07-26,2148
F,57,44750d9c9c,2016-05-27,56000.0,50,55,2016,5,27,2021-07-26,1886
M,42,6a048964e7,2018-05-26,64000.0,40,40,2018,5,26,2021-07-26,1157
M,42,4e5ad0392a,2018-01-16,74000.0,40,40,2018,1,16,2021-07-26,1287
M,62,8d56d3c052,2017-09-07,66000.0,60,60,2017,9,7,2021-07-26,1418
F,70,856f018e2a,2013-09-06,77000.0,70,70,2013,9,6,2021-07-26,2880
M,38,5a84270539,2018-03-10,73000.0,30,35,2018,3,10,2021-07-26,1234
M,61,8f8996f783,2018-06-28,66000.0,60,60,2018,6,28,2021-07-26,1124
F,25,7e94edf82d,2018-06-30,71000.0,20,25,2018,6,30,2021-07-26,1122
M,55,da339bae3b,2018-01-27,48000.0,50,55,2018,1,27,2021-07-26,1276
M,42,54463e5d95,2017-11-04,69000.0,40,40,2017,11,4,2021-07-26,1360
F,40,f586fb1597,2017-06-13,67000.0,40,40,2017,6,13,2021-07-26,1504
F,50,87b495683c,2016-04-02,82000.0,50,50,2016,4,2,2021-07-26,1941
M,72,42a5a6e8af,2017-10-05,61000.0,70,70,2017,10,5,2021-07-26,1390
M,70,ad25a45d32,2018-05-05,75000.0,70,70,2018,5,5,2021-07-26,1178
F,56,368b266ba4,2017-03-05,116000.0,50,55,2017,3,5,2021-07-26,1604
M,81,4d0ebb94a5,2016-01-16,117000.0,80,80,2016,1,16,2021-07-26,2018
M,54,afc17613b3,2015-08-16,42000.0,50,50,2015,8,16,2021-07-26,2171
F,66,c09974715b,2016-10-29,32000.0,60,65,2016,10,29,2021-07-26,1731
F,23,e6cf62c4d0,2018-02-09,46000.0,20,20,2018,2,9,2021-07-26,1263
M,23,390e1e6505,2015-08-31,51000.0,20,20,2015,8,31,2021-07-26,2156
M,70,2878b20520,2017-06-01,54000.0,70,70,2017,6,1,2021-07-26,1516
M,33,a7af9c6864,2018-07-18,59000.0,30,30,2018,7,18,2021-07-26,1104
F,60,710171df9a,2017-09-17,54000.0,60,60,2017,9,17,2021-07-26,1408
F,32,1244856fff,2018-07-17,40000.0,30,30,2018,7,17,2021-07-26,1105
F,95,adda19baff,2017-12-23,55000.0,90,95,2017,12,23,2021-07-26,1311
F,46,5f74c613b5,2018-04-21,71000.0,40,45,2018,4,21,2021-07-26,1192
O,40,0f040996f2,2017-05-19,57000.0,40,40,2017,5,19,2021-07-26,1529
M,41,7c0407a5b3,2016-02-16,71000.0,40,40,2016,2,16,2021-07-26,1987
F,24,f83b114b7d,2016-01-20,54000.0,20,20,2016,1,20,2021-07-26,2014
F,55,4fe72daa82,2018-03-19,46000.0,50,55,2018,3,19,2021-07-26,1225
F,71,cee3677420,2017-03-23,75000.0,70,70,2017,3,23,2021-07-26,1586
M,71,7439916bad,2018-03-20,47000.0,70,70,2018,3,20,2021-07-26,1224
M,94,630877cab2,2018-01-29,33000.0,90,90,2018,1,29,2021-07-26,1274
M,71,c57387c488,2016-12-28,72000.0,70,70,2016,12,28,2021-07-26,1671
M,71,00857b24b1,2017-10-23,41000.0,70,70,2017,10,23,2021-07-26,1372
M,57,c6faded255,2016-06-08,74000.0,50,55,2016,6,8,2021-07-26,1874
M,59,175f0366e6,2013-10-26,39000.0,50,55,2013,10,26,2021-07-26,2830
F,69,c9a1e223db,2017-08-03,116000.0,60,65,2017,8,3,2021-07-26,1453
M,50,d830c27a96,2017-02-04,82000.0,50,50,2017,2,4,2021-07-26,1633
F,83,c99775b110,2016-07-13,93000.0,80,80,2016,7,13,2021-07-26,1839
F,56,d10314cc85,2015-09-14,92000.0,50,55,2015,9,14,2021-07-26,2142
M,46,79b88cd0cb,2017-01-16,57000.0,40,45,2017,1,16,2021-07-26,1652
M,51,0fa9cb0814,2016-03-16,53000.0,50,50,2016,3,16,2021-07-26,1958
M,44,1113ece862,2014-03-24,65000.0,40,40,2014,3,24,2021-07-26,2681
F,36,ba6c590ae5,2017-12-08,79000.0,30,35,2017,12,8,2021-07-26,1326
M,67,5e88942907,2018-07-24,35000.0,60,65,2018,7,24,2021-07-26,1098
F,51,f105b8f61d,2016-05-20,118000.0,50,50,2016,5,20,2021-07-26,1893
F,40,f0909775a3,2017-08-07,36000.0,40,40,2017,8,7,2021-07-26,1449
M,61,1638610e7d,2017-11-12,33000.0,60,60,2017,11,12,2021-07-26,1352
F,39,0eaf4d62f1,2018-05-15,85000.0,30,35,2018,5,15,2021-07-26,1168
M,59,200a75cc38,2017-08-20,88000.0,50,55,2017,8,20,2021-07-26,1436
M,49,8956d5a699,2016-08-26,70000.0,40,45,2016,8,26,2021-07-26,1795
F,36,6ae314aa48,2017-10-19,53000.0,30,35,2017,10,19,2021-07-26,1376
O,58,87278b175f,2015-10-10,86000.0,50,55,2015,10,10,2021-07-26,2116
F,55,c731b9d601,2016-03-11,81000.0,50,55,2016,3,11,2021-07-26,1963
M,47,51a9153b1a,2017-02-12,37000.0,40,45,2017,2,12,2021-07-26,1625
F,89,3fd3adbc4f,2016-04-08,78000.0,80,85,2016,4,8,2021-07-26,1935
F,70,13cdf9272a,2017-12-11,119000.0,70,70,2017,12,11,2021-07-26,1323
F,28,68275bf750,2016-08-04,71000.0,20,25,2016,8,4,2021-07-26,1817
M,44,b25250db63,2017-01-16,77000.0,40,40,2017,1,16,2021-07-26,1652
M,56,d57bd2200e,2014-10-27,47000.0,50,55,2014,10,27,2021-07-26,2464
M,19,9db96a2acf,2014-06-16,31000.0,10,15,2014,6,16,2021-07-26,2597
F,44,0cdb6f990b,2017-04-09,62000.0,40,40,2017,4,9,2021-07-26,1569
F,71,ebb255b6cc,2018-03-12,32000.0,70,70,2018,3,12,2021-07-26,1232
M,41,917c54dadd,2017-11-12,60000.0,40,40,2017,11,12,2021-07-26,1352
F,53,95e4c60e0c,2017-01-21,50000.0,50,50,2017,1,21,2021-07-26,1647
M,45,b0bf98a1d7,2013-12-13,49000.0,40,45,2013,12,13,2021-07-26,2782
M,41,b8baee8a55,2015-08-06,55000.0,40,40,2015,8,6,2021-07-26,2181
M,64,129947f06f,2017-11-30,100000.0,60,60,2017,11,30,2021-07-26,1334
M,43,a43970e00d,2018-04-22,30000.0,40,40,2018,4,22,2021-07-26,1191
M,63,f119f4ea74,2014-10-10,61000.0,60,60,2014,10,10,2021-07-26,2481
F,86,8f49208643,2016-02-16,115000.0,80,85,2016,2,16,2021-07-26,1987
F,61,8da164af7c,2017-12-30,74000.0,60,60,2017,12,30,2021-07-26,1304
M,40,0f6b76564f,2014-05-21,38000.0,40,40,2014,5,21,2021-07-26,2623
F,84,9bc4b2ca14,2017-04-01,31000.0,80,80,2017,4,1,2021-07-26,1577
F,60,4255c07360,2018-02-09,30000.0,60,60,2018,2,9,2021-07-26,1263
F,73,a2f6827d58,2017-06-28,76000.0,70,70,2017,6,28,2021-07-26,1489
F,69,52b2a5ea8b,2017-12-17,58000.0,60,65,2017,12,17,2021-07-26,1317
M,42,8f69479443,2016-07-22,75000.0,40,40,2016,7,22,2021-07-26,1830
F,50,9cff812d0f,2017-12-05,118000.0,50,50,2017,12,5,2021-07-26,1329
M,48,2b321c0f7e,2018-07-23,44000.0,40,45,2018,7,23,2021-07-26,1099
M,45,61fe324417,2018-04-14,33000.0,40,45,2018,4,14,2021-07-26,1199
F,35,6242d849cb,2017-08-01,39000.0,30,35,2017,8,1,2021-07-26,1455
M,30,de95f73502,2017-12-01,47000.0,30,30,2017,12,1,2021-07-26,1333
M,61,33927699ba,2015-12-09,66000.0,60,60,2015,12,9,2021-07-26,2056
F,88,d53717f540,2017-05-18,53000.0,80,85,2017,5,18,2021-07-26,1530
